Datetime,Kps,Predicted_Kp
2007-03-26 03:00:00,1.3,1.3000426
2007-03-26 04:00:00,1.3,1.300381
2007-03-26 05:00:00,1.3,1.2999235
2007-03-26 06:00:00,1.7,1.7002478
2007-03-26 07:00:00,1.7,1.6997234
2007-03-26 08:00:00,1.7,1.7001282
2007-03-26 09:00:00,2.0,1.8491281
2007-03-26 10:00:00,2.0,2.0002453
2007-03-26 11:00:00,2.0,2.0002027
2007-03-26 12:00:00,4.3,2.02301
2007-03-26 13:00:00,4.3,4.298802
2007-03-26 14:00:00,4.3,4.2950435
2007-03-26 15:00:00,3.0,3.000281
2007-03-26 16:00:00,3.0,3.0000172
2007-03-26 17:00:00,3.0,3.000064
2007-03-26 18:00:00,2.3,2.299537
2007-03-26 19:00:00,2.3,2.3001263
2007-03-26 20:00:00,2.3,2.300672
2007-03-26 21:00:00,2.0,2.0000741
2007-03-26 22:00:00,2.0,2.0005822
2007-03-26 23:00:00,2.0,2.1961856
2007-03-27 00:00:00,2.7,2.6997697
2007-03-27 01:00:00,2.7,2.6997056
2007-03-27 02:00:00,2.7,2.699932
2007-03-27 03:00:00,2.7,2.6999323
2007-03-27 04:00:00,2.7,2.7000356
2007-03-27 05:00:00,2.7,2.6998293
